Race,Sex,Age,Supervising Unit,Supervision Type,Cohort Fiscal Year,Report Fiscal Year,Supervision Start Date,Supervision End Date,Months Supervised,Supervision End Reason,Charge ID [Internal],Supervision Offense Class,Supervision Offense Type,Supervision Offense Subtype,Reincarcerated,Reincarcerated Reason,Survival Time (Days),Survival Time (Months),Reincarcerated Offense Code,Reincarcerated Offense Class,Reincarcerated Offense Type,Reincarcerated Offense Subtype,Risk Ranking
White,Female,35,Iowa Correctional Institution for Women,Prison,2021,2024,12/15/2020,03/10/2021,2,Paroled to Detainer - Iowa,20469791,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,Moderate
White,Male,37,North Central Correctional Facility,Work Release,2021,2024,06/04/2020,08/27/2020,2,Parole Granted,20250523,C Felony,Violent,Assault,false,,,,,,,,Moderate
White,Male,31,North Central Correctional Facility,Prison,2021,2024,02/10/2020,03/16/2021,13,Parole Granted,20421663,C Felony,Property,Theft,false,,,,,,,,High
White,Male,35,Newton Correctional Facility,Prison,2021,2024,07/16/2020,04/01/2021,8,Paroled w/Immediate Discharge,20561643,Aggravated Misdemeanor,Public Order,OWI,false,,,,,,,,Low
Hispanic,Male,54,Newton Correctional Facility,Prison,2021,2024,07/14/2010,06/17/2021,131,Paroled to Detainer - INS,20093497,B Felony,Violent,Other Violent,false,,,,,,,,High
White,Female,23,Iowa Correctional Institution for Women,Prison,2021,2024,08/21/2019,08/17/2020,11,Parole Granted,20524477,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,43,Newton Correctional Facility,Prison,2021,2024,08/20/2018,09/23/2020,25,Parole Granted,20459239,D Felony,Violent,Sex,false,,,,,,,,
Black,Male,35,Fort Dodge Correctional Facility,Prison,2021,2024,02/27/2017,01/11/2021,46,Parole Granted,20392768,B Felony,Violent,Other Violent,false,,,,,,,,High
Black,Male,28,Fort Dodge Correctional Facility,Prison,2021,2024,02/19/2019,07/14/2020,16,Parole Granted,20497985,D Felony,Property,Forgery/Fraud,false,,,,,,,,Moderate
Black,Male,31,Fort Dodge Correctional Facility,Prison,2021,2024,08/16/2018,07/29/2020,23,Discharged - Expiration of Sentence,20471490,D Felony,Other,Other Criminal,false,,,,,,,,High
White,Male,25,Anamosa State Penitentiary,Prison,2021,2024,02/28/2020,09/16/2020,6,Released to Special Sentence,20548022,Aggravated Misdemeanor,Other,Other Criminal,false,,,,,,,,Low
White,Female,49,Iowa Correctional Institution for Women,Prison,2021,2024,12/16/2019,02/18/2021,14,Parole Granted,20521122,D Felony,Public Order,OWI,false,,,,,,,,Low
White,Female,29,Iowa Correctional Institution for Women,Prison,2021,2024,03/15/2020,11/25/2020,8,Paroled w/Immediate Discharge,20550386,Serious Misdemeanor,Violent,Assault,false,,,,,,,,High
Black,Male,33,Mount Pleasant Correctional Facility,Prison,2021,2024,12/19/2019,04/27/2021,16,Discharged - Expiration of Sentence,20534772,D Felony,Violent,Murder/Manslaughter,false,,,,,,,,Low
White,Male,42,Mount Pleasant Correctional Facility,Work Release,2021,2024,01/14/2021,04/12/2021,2,Parole Granted,20448359,C Felony,Drug,Trafficking,true,Tech,221,7.4,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
Black,Male,39,Newton Correctional Facility,Prison,2021,2024,01/17/2019,02/01/2021,24,Parole Granted,20456265,D Felony,Property,Theft,false,,,,,,,,Moderate
Black,Male,35,Newton Correctional Facility,Prison,2021,2024,01/30/2020,01/13/2021,11,Parole Granted,20279261,D Felony,Drug,Drug Possession,true,Tech,341,11.4,124.401(5)(c),D Felony,Drug,Drug Possession,Low
Black,Male,33,North Central Correctional Facility,Work Release,2021,2024,10/12/2020,12/17/2020,2,Parole Granted,20249922,C Felony,Violent,Robbery,false,,,,,,,,High
White,Male,27,Fort Dodge Correctional Facility,Prison,2021,2024,02/03/2020,09/24/2020,7,Parole Granted,20521308,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,25,Anamosa State Penitentiary,Prison,2021,2024,02/18/2020,10/09/2020,7,Paroled w/Immediate Discharge,20546007,Aggravated Misdemeanor,Property,Theft,true,New Charge,138,4.6,719.1(1)(f),D Felony,Violent,Assault,High
White,Male,34,Mount Pleasant Correctional Facility,Prison,2021,2024,07/15/2020,12/17/2020,5,Discharged - Expiration of Sentence,20439455,D Felony,Violent,Assault,true,New Charge,876,29.2,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Moderate
Black,Male,32,Iowa Medical & Classification Center,Prison,2021,2024,10/28/2019,10/21/2020,11,Parole Granted,20524551,D Felony,Public Order,Traffic,true,Tech,413,13.8,321J.2(2)(c),D Felony,Public Order,OWI,Moderate
Hispanic,Male,56,Mount Pleasant Correctional Facility,Prison,2021,2024,04/20/2020,01/29/2021,9,Parole Granted,20508485,D Felony,Public Order,OWI,false,,,,,,,,High
Black,Male,39,North Central Correctional Facility,Work Release,2021,2024,04/14/2020,07/13/2020,2,Parole Granted,20532742,D Felony,Property,Theft,false,,,,,,,,Moderate
White,Male,37,Mount Pleasant Correctional Facility,Prison,2021,2024,10/28/2016,10/06/2020,47,Parole Granted,20373919,C Felony,Violent,Sex,true,Tech,252,8.4,719.4(3),Serious Misdemeanor,Public Order,Flight/Escape,Low
White,Male,29,Iowa Medical & Classification Center,Prison,2021,2024,12/23/2020,05/20/2021,4,Parole Granted,20527768,Aggravated Misdemeanor,Public Order,Other Public Order,true,Tech,106,3.5,692A.111-A,Aggravated Misdemeanor,Public Order,Other Public Order,Low
White,Male,61,Newton Correctional Facility,Prison,2021,2024,09/06/2018,07/25/2020,22,Released to Special Sentence,20474516,Aggravated Misdemeanor,Other,Other Criminal,false,,,,,,,,Low
Black,Male,21,Clarinda Correctional Facility,Prison,2021,2024,04/01/2020,12/29/2020,8,Discharged - Expiration of Sentence,20495057,D Felony,Public Order,Weapons,true,New Charge,346,11.5,707.2(1)(a),A Felony,Violent,Murder/Manslaughter,High
White,Male,38,Clarinda Correctional Facility,Prison,2021,2024,04/13/2020,03/14/2021,11,Discharged - Expiration of Sentence,20460700,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,24,Fort Dodge Correctional Facility,Prison,2021,2024,12/04/2019,07/24/2020,7,Discharged - Expiration of Sentence,20510040,Aggravated Misdemeanor,Public Order,Traffic,false,,,,,,,,High
White,Male,30,Newton Correctional Facility,Work Release,2021,2024,07/23/2020,02/01/2021,6,Parole Granted,20322667,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
White,Female,42,Iowa Correctional Institution for Women,Prison,2021,2024,11/25/2019,07/15/2020,7,Parole Granted,20310027,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Female,24,Iowa Correctional Institution for Women,Prison,2021,2024,01/05/2021,01/14/2021,0,Discharged - Expiration of Sentence,20574004,D Felony,Violent,Murder/Manslaughter,false,,,,,,,,
White,Male,38,Fort Dodge Correctional Facility,Work Release,2021,2024,12/15/2020,04/15/2021,4,Parole Granted,20548926,D Felony,Drug,Other Drug,false,,,,,,,,
White,Male,28,Mount Pleasant Correctional Facility,Prison,2021,2024,03/05/2020,03/12/2021,12,Paroled to Detainer - Out of State,20500361,D Felony,Property,Burglary,false,,,,,,,,High
Black,Female,31,Iowa Correctional Institution for Women,Prison,2021,2024,07/22/2020,05/05/2021,9,Parole Granted,20239053,C Felony,Property,Theft,true,New Charge,510,17.0,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Male,39,Mount Pleasant Correctional Facility,Prison,2021,2024,01/17/2020,09/25/2020,8,Paroled w/Immediate Discharge,20537801,Aggravated Misdemeanor,Violent,Assault,true,New Charge,305,10.2,708.7(2),Aggravated Misdemeanor,Violent,Assault,High
White,Male,35,Fort Dodge Correctional Facility,Work Release,2021,2024,10/26/2020,12/10/2020,1,Paroled w/Immediate Discharge,20478434,D Felony,Public Order,Weapons,true,New Charge,242,8.1,713.6A,D Felony,Property,Burglary,High
Black,Male,33,North Central Correctional Facility,Prison,2021,2024,02/21/2020,03/05/2021,12,Parole Granted,20490345,D Felony,Property,Theft,false,,,,,,,,Low
White,Male,34,Mount Pleasant Correctional Facility,Work Release,2021,2024,08/27/2020,10/07/2020,1,Parole Granted,20482540,C Felony,Drug,Trafficking,false,,,,,,,,High
Black,Male,22,Mount Pleasant Correctional Facility,Prison,2021,2024,10/21/2019,05/11/2021,18,Parole Granted,20435181,C Felony,Violent,Assault,false,,,,,,,,High
White,Male,38,Mount Pleasant Correctional Facility,Prison,2021,2024,09/17/2018,12/01/2020,26,Parole Granted,20448075,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,Moderate
Hispanic,Male,31,Iowa Medical & Classification Center,Work Release,2021,2024,02/18/2021,06/15/2021,3,Parole Granted,20537445,D Felony,Public Order,OWI,true,Tech,205,6.8,321J.2(2)(c),D Felony,Public Order,OWI,Moderate
Hispanic,Male,22,North Central Correctional Facility,Prison,2021,2024,07/17/2018,02/05/2021,30,Parole Granted,20467000,C Felony,Violent,Assault,false,,,,,,,,High
White,Male,38,North Central Correctional Facility,Prison,2021,2024,12/17/2019,07/31/2020,7,Discharged - Expiration of Sentence,20424005,D Felony,Property,Theft,true,New Charge,496,16.5,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Female,55,Iowa Correctional Institution for Women,Prison,2021,2024,07/10/2019,11/30/2020,16,Parole Granted,20425737,C Felony,Property,Arson,false,,,,,,,,Low
White,Male,35,Fort Dodge Correctional Facility,Work Release,2021,2024,09/14/2020,01/26/2021,4,Parole Granted,20259586,D Felony,Property,Burglary,true,New Charge,111,3.7,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Female,33,Iowa Correctional Institution for Women,Prison,2021,2024,04/17/2020,02/03/2021,9,Parole Granted,20209045,C Felony,Drug,Trafficking,true,New Charge,491,16.4,124.401(1)(c)(8),C Felony,Drug,Trafficking,Low
White,Male,39,Mount Pleasant Correctional Facility,Work Release,2021,2024,09/04/2020,02/16/2021,5,Parole Granted,20466180,C Felony,Property,Arson,false,,,,,,,,High
American Indian or Alaska Native,Male,37,Fort Dodge Correctional Facility,Prison,2021,2024,07/30/2020,01/17/2021,5,Discharged - Expiration of Sentence,20519467,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,36,Mount Pleasant Correctional Facility,Prison,2021,2024,11/24/2020,06/28/2021,7,Parole Granted,20552756,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,25,Anamosa State Penitentiary,Prison,2021,2024,01/07/2021,04/09/2021,3,Discharged - Expiration of Sentence,20275087,D Felony,Drug,Trafficking,false,,,,,,,,High
White,Female,34,Iowa Correctional Institution for Women,Prison,2021,2024,12/10/2019,08/19/2020,8,Parole Granted,20307718,D Felony,Drug,Drug Possession,false,,,,,,,,High
White,Male,22,Clarinda Correctional Facility,Prison,2021,2024,11/09/2017,02/17/2021,39,Parole Granted,20426592,C Felony,Property,Arson,true,Tech,618,20.6,712.3,C Felony,Property,Arson,High
Black,Male,56,Newton Correctional Facility,Prison,2021,2024,11/18/2020,05/28/2021,6,Released to Special Sentence,20576128,Aggravated Misdemeanor,Violent,Sex,false,,,,,,,,Low
Black,Male,41,Clarinda Correctional Facility,Work Release,2021,2024,11/02/2020,01/19/2021,2,Parole Granted,20172733,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,825,27.5,708.2A(2B),Serious Misdemeanor,Violent,Assault,Moderate
White,Male,27,North Central Correctional Facility,Work Release,2021,2024,05/01/2020,08/26/2020,3,Parole Granted,20345582,C Felony,Property,Burglary,true,Tech,232,7.7,713.5,C Felony,Property,Burglary,High
White,Female,30,Iowa Correctional Institution for Women,Prison,2021,2024,07/01/2019,02/04/2021,19,Parole Granted,20502635,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,High
White,Female,38,Iowa Correctional Institution for Women,Prison,2021,2024,03/31/2020,05/17/2021,13,Parole Granted,20551046,C Felony,Drug,Trafficking,true,Tech,598,19.9,124.401(1)(c)(6),C Felony,Drug,Trafficking,Moderate
White,Male,34,Fort Dodge Correctional Facility,Work Release,2021,2024,06/10/2020,08/26/2020,2,Parole Granted,20269783,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,28,Fort Dodge Correctional Facility,Prison,2021,2024,10/28/2019,10/01/2020,11,Parole Granted,20407764,C Felony,Drug,Trafficking,true,New Charge,333,11.1,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Female,43,Iowa Correctional Institution for Women,Work Release,2021,2024,07/13/2020,09/23/2020,2,Parole Granted,20276862,C Felony,Drug,Trafficking,true,Tech,1085,36.2,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Female,39,Iowa Correctional Institution for Women,Prison,2021,2024,04/13/2020,05/20/2021,13,Paroled to Detainer - Out of State,20448328,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,34,Anamosa State Penitentiary,Prison,2021,2024,01/20/2020,01/27/2021,12,Discharged - Expiration of Sentence,20373611,C Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,41,North Central Correctional Facility,Work Release,2021,2024,05/05/2020,07/07/2020,2,Parole Granted,20377117,C Felony,Drug,Trafficking,true,Tech,863,28.8,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Male,42,Newton Correctional Facility,Prison,2021,2024,12/05/2019,01/12/2021,13,Parole Granted,20536127,D Felony,Violent,Kidnap,false,,,,,,,,Low
White,Male,33,Clarinda Correctional Facility,Prison,2021,2024,12/01/2016,12/28/2020,48,Parole Granted,20381723,C Felony,Violent,Sex,true,New Charge,471,15.7,692A.104-A,Aggravated Misdemeanor,Public Order,Other Public Order,
White,Male,44,Mount Pleasant Correctional Facility,Prison,2021,2024,02/12/2020,02/02/2021,11,Discharged - Expiration of Sentence,20494436,D Felony,Drug,Drug Possession,false,,,,,,,,High
White,Male,24,Fort Dodge Correctional Facility,Work Release,2021,2024,09/15/2020,01/11/2021,3,Parole Granted,20391673,D Felony,Public Order,Other Public Order,false,,,,,,,,High
White,Female,43,Iowa Correctional Institution for Women,Prison,2021,2024,02/21/2020,11/17/2020,8,Parole Granted,20501119,Aggravated Misdemeanor,Drug,Drug Possession,false,,,,,,,,Low
White,Female,23,Iowa Correctional Institution for Women,Prison,2021,2024,09/17/2019,09/09/2020,11,Parole Granted,20526163,C Felony,Violent,Assault,false,,,,,,,,Moderate
White,Male,38,Newton Correctional Facility,Prison,2021,2024,11/22/2019,11/17/2020,11,Parole Granted,20440319,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
Black,Female,32,Iowa Correctional Institution for Women,Prison,2021,2024,04/19/2019,10/30/2020,18,Parole Granted,20408356,C Felony,Property,Arson,false,,,,,,,,High
White,Female,31,Iowa Correctional Institution for Women,Prison,2021,2024,07/08/2020,08/13/2020,1,Discharged - Expiration of Sentence,20508646,Aggravated Misdemeanor,Violent,Other Violent,false,,,,,,,,
American Indian or Alaska Native,Female,38,Iowa Correctional Institution for Women,Prison,2021,2024,02/03/2020,09/16/2020,7,Parole Granted,20508801,D Felony,Property,Forgery/Fraud,true,Tech,359,12.0,715A.2(2)(a),D Felony,Property,Forgery/Fraud,High
Asian or Pacific Islander,Female,49,Iowa Correctional Institution for Women,Prison,2021,2024,09/10/2019,07/02/2020,9,Parole Granted,20219788,C Felony,Drug,Trafficking,true,New Charge,475,15.8,124.401(1)(c)(8),C Felony,Drug,Trafficking,Low
Black,Male,26,Iowa Medical & Classification Center,Prison,2021,2024,01/04/2019,07/29/2020,18,Parole Granted,20309751,D Felony,Drug,Trafficking,true,Tech,100,3.3,124.401(1)(d)(2),D Felony,Drug,Trafficking,High
White,Male,48,North Central Correctional Facility,Prison,2021,2024,03/05/2019,07/17/2020,16,Parole Granted,20502494,C Felony,Property,Burglary,false,,,,,,,,Moderate
White,Male,32,Fort Dodge Correctional Facility,Prison,2021,2024,06/17/2020,04/16/2021,9,Discharged - Expiration of Sentence,20496770,Aggravated Misdemeanor,Property,Theft,true,New Charge,489,16.3,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
White,Male,25,Anamosa State Penitentiary,Prison,2021,2024,06/28/2019,10/27/2020,15,Parole Granted,20297298,D Felony,Violent,Assault,true,New Charge,385,12.8,692A.104-B,D Felony,Public Order,Other Public Order,High
White,Female,33,Iowa Correctional Institution for Women,Prison,2021,2024,02/25/2019,07/21/2020,16,Parole Granted,20475599,D Felony,Property,Vandalism,false,,,,,,,,Moderate
Black,Male,33,Newton Correctional Facility,Prison,2021,2024,02/14/2020,06/12/2021,15,Parole Granted,20553348,D Felony,Public Order,OWI,true,New Charge,712,23.7,321J.2(2)(c),D Felony,Public Order,OWI,High
White,Male,34,Iowa Medical & Classification Center,Work Release,2021,2024,04/27/2020,08/27/2020,4,Parole Granted,20357822,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,235,7.8,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Female,42,Iowa Correctional Institution for Women,Prison,2021,2024,05/22/2019,07/09/2020,13,Paroled to Detainer - U.S. Marshall,20506819,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Female,44,Iowa Correctional Institution for Women,Prison,2021,2024,05/16/2019,07/15/2020,13,Parole Granted,20297809,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,Moderate
White,Female,46,Iowa Correctional Institution for Women,Prison,2021,2024,06/11/2020,06/07/2021,11,Parole Granted,20367697,D Felony,Property,Theft,false,,,,,,,,Low
White,Male,35,North Central Correctional Facility,Prison,2021,2024,07/06/2020,06/10/2021,11,Discharged - Expiration of Sentence,20530014,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,22,Newton Correctional Facility,Prison,2021,2024,11/20/2018,12/22/2020,25,Parole Granted,20403733,D Felony,Violent,Sex,false,,,,,,,,
Asian or Pacific Islander,Male,30,Mount Pleasant Correctional Facility,Prison,2021,2024,10/14/2020,05/26/2021,7,Parole Granted,20413624,D Felony,Public Order,Other Public Order,false,,,,,,,,Low
White,Female,42,Iowa Correctional Institution for Women,Prison,2021,2024,09/09/2020,04/28/2021,7,Parole Granted,20568733,D Felony,Public Order,OWI,false,,,,,,,,Low
White,Male,29,Anamosa State Penitentiary,Prison,2021,2024,08/22/2019,07/21/2020,10,Discharged - Expiration of Sentence,20296150,C Felony,Property,Vandalism,true,New Charge,360,12.0,124.401(1)(b)(7),B Felony,Drug,Trafficking,High
White,Female,34,Iowa Correctional Institution for Women,Work Release,2021,2024,10/19/2020,06/07/2021,7,Parole Granted,20538387,D Felony,Property,Forgery/Fraud,true,Tech,1017,33.9,715A.2(2)(a),D Felony,Property,Forgery/Fraud,Low
White,Female,29,Iowa Correctional Institution for Women,Prison,2021,2024,12/13/2019,02/16/2021,14,Parole Granted,20344818,C Felony,Drug,Trafficking,false,,,,,,,,Low
Black,Male,35,Mount Pleasant Correctional Facility,Prison,2021,2024,10/03/2019,04/30/2021,18,Discharged - Expiration of Sentence,20483866,D Felony,Drug,Drug Possession,false,,,,,,,,High
White,Male,27,Mount Pleasant Correctional Facility,Prison,2021,2024,11/30/2018,10/23/2020,22,Parole Granted,20487177,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,510,17.0,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Moderate
Black,Male,39,Fort Dodge Correctional Facility,Prison,2021,2024,11/25/2019,08/03/2020,8,Parole Granted,20497091,D Felony,Other,Other Criminal,true,Tech,491,16.4,507E.3(2),D Felony,Property,Forgery/Fraud,High
Black,Male,28,Fort Dodge Correctional Facility,Work Release,2021,2024,01/18/2021,06/10/2021,4,Parole Granted,20416309,C Felony,Violent,Assault,false,,,,,,,,High
White,Male,26,Clarinda Correctional Facility,Prison,2021,2024,07/11/2019,09/18/2020,14,Released to Special Sentence,20517217,D Felony,Other,Other Criminal,true,New Charge,24,0.8,908.5(2)B,D Felony,Other,Other Criminal,High
American Indian or Alaska Native,Male,29,Anamosa State Penitentiary,Prison,2021,2024,02/28/2020,08/28/2020,6,Discharged - Expiration of Sentence,20547650,D Felony,Other,Other Criminal,false,,,,,,,,Moderate
White,Male,33,Clarinda Correctional Facility,Prison,2021,2024,07/08/2020,11/20/2020,4,Discharged - Expiration of Sentence,20560319,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,20,Anamosa State Penitentiary,Prison,2021,2024,05/31/2019,02/12/2021,20,Discharged - Expiration of Sentence,20478334,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Low
White,Female,40,Iowa Correctional Institution for Women,Work Release,2021,2024,10/26/2020,05/10/2021,6,Parole Granted,20529166,C Felony,Property,Burglary,true,Tech,925,30.8,713.5,C Felony,Property,Burglary,High
Black,Male,32,Mount Pleasant Correctional Facility,Work Release,2021,2024,02/11/2021,04/01/2021,1,Parole Granted,20522282,C Felony,Property,Burglary,false,,,,,,,,Moderate
White,Male,36,North Central Correctional Facility,Prison,2021,2024,05/29/2019,09/29/2020,16,Parole Granted,20476122,D Felony,Property,Theft,true,New Charge,681,22.7,714.2(2),D Felony,Property,Theft,High
White,Male,22,North Central Correctional Facility,Prison,2021,2024,02/19/2020,02/01/2021,11,Discharged - Expiration of Sentence,20545557,D Felony,Public Order,OWI,false,,,,,,,,Low
White,Male,37,Fort Dodge Correctional Facility,Prison,2021,2024,05/13/2019,07/27/2020,14,Parole Granted,20338258,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,1017,33.9,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,Low
Asian or Pacific Islander,Male,55,Newton Correctional Facility,Prison,2021,2024,05/24/2016,11/09/2020,53,Released to Special Sentence,20331133,C Felony,Violent,Sex,false,,,,,,,,
American Indian or Alaska Native,Male,33,Fort Dodge Correctional Facility,Prison,2021,2024,10/16/2019,03/02/2021,16,Parole Granted,20521275,D Felony,Property,Burglary,true,Tech,35,1.2,713.6A,D Felony,Property,Burglary,High
White,Male,36,Mount Pleasant Correctional Facility,Prison,2021,2024,12/17/2019,04/08/2021,15,Parole Granted,20245966,D Felony,Property,Burglary,true,Tech,510,17.0,713.6A,D Felony,Property,Burglary,High
Black,Male,37,Clarinda Correctional Facility,Prison,2021,2024,06/27/2019,08/25/2020,13,Parole Granted,20487820,D Felony,Property,Burglary,false,,,,,,,,High
Black,Male,24,Iowa State Penitentiary,Prison,2021,2024,08/23/2016,04/26/2021,56,Discharged - Expiration of Sentence,20370470,C Felony,Violent,Assault,false,,,,,,,,High
White,Male,29,Iowa Medical & Classification Center,Prison,2021,2024,12/16/2019,06/14/2021,17,Parole Granted,20560844,Aggravated Misdemeanor,Violent,Assault,true,New Charge,336,11.2,908.5(2)B,D Felony,Other,Other Criminal,High
White,Female,39,Iowa Correctional Institution for Women,Prison,2021,2024,10/16/2019,05/14/2021,18,Released to Special Sentence,20530685,Aggravated Misdemeanor,Other,Other Criminal,false,,,,,,,,High
White,Male,40,Mount Pleasant Correctional Facility,Prison,2021,2024,10/29/2019,10/09/2020,11,Parole Granted,20440731,C Felony,Drug,Trafficking,true,Tech,347,11.6,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Male,26,North Central Correctional Facility,Prison,2021,2024,08/07/2020,01/04/2021,4,Paroled w/Immediate Discharge,20563356,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,22,Clarinda Correctional Facility,Prison,2021,2024,12/12/2019,12/31/2020,12,Parole Granted,20482738,D Felony,Property,Theft,false,,,,,,,,Moderate
White,Male,24,Fort Dodge Correctional Facility,Prison,2021,2024,07/10/2019,09/14/2020,14,Parole Granted,20449613,D Felony,Violent,Assault,true,New Charge,690,23.0,124.401(1)(c)(6),C Felony,Drug,Trafficking,Moderate
Black,Male,31,Iowa Medical & Classification Center,Prison,2021,2024,12/11/2019,03/24/2021,15,Parole Granted,20516955,D Felony,Violent,Assault,true,Tech,154,5.1,708.3A(1),D Felony,Violent,Assault,Moderate
Hispanic,Male,29,Fort Dodge Correctional Facility,Prison,2021,2024,09/05/2019,09/20/2020,12,Discharged - Expiration of Sentence,20434006,D Felony,Public Order,Weapons,false,,,,,,,,High
White,Male,24,Anamosa State Penitentiary,Prison,2021,2024,02/22/2021,05/20/2021,2,Discharged - Expiration of Sentence,20342008,D Felony,Public Order,Traffic,true,New Charge,306,10.2,453B.12,D Felony,Drug,Other Drug,High
White,Male,32,Newton Correctional Facility,Prison,2021,2024,04/29/2019,06/29/2021,26,Released to Special Sentence,20498235,D Felony,Violent,Sex,false,,,,,,,,
White,Male,30,Mount Pleasant Correctional Facility,Prison,2021,2024,04/30/2020,06/10/2021,13,Parole Granted,20548912,D Felony,Property,Theft,false,,,,,,,,High
White,Male,33,Mount Pleasant Correctional Facility,Work Release,2021,2024,07/22/2020,09/25/2020,2,Discharged - Expiration of Sentence,20349199,D Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,31,Iowa Medical & Classification Center,Prison,2021,2024,10/01/2019,10/06/2020,12,Parole Granted,20339053,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,384,12.8,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Female,37,Iowa Correctional Institution for Women,Prison,2021,2024,03/19/2020,09/14/2020,5,Parole Granted,20456344,D Felony,Public Order,OWI,false,,,,,,,,High
White,Female,31,Iowa Correctional Institution for Women,Prison,2021,2024,01/27/2020,07/20/2020,5,Parole Granted,20532277,Aggravated Misdemeanor,Violent,Other Violent,false,,,,,,,,Low
White,Female,32,Iowa Correctional Institution for Women,Prison,2021,2024,07/15/2019,01/26/2021,18,Parole Granted,20456852,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,High
Black,Male,37,Fort Dodge Correctional Facility,Prison,2021,2024,03/21/2019,10/15/2020,18,Parole Granted,20423891,C Felony,Drug,Trafficking,true,Tech,454,15.1,124.401(1)(c)(3),C Felony,Drug,Trafficking,High
White,Male,39,Newton Correctional Facility,Work Release,2021,2024,04/06/2020,10/12/2020,6,Parole Granted,20321668,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,26,Fort Dodge Correctional Facility,Prison,2021,2024,12/31/2019,11/19/2020,10,Discharged - Expiration of Sentence,20467679,Aggravated Misdemeanor,Violent,Assault,true,New Charge,243,8.1,321.279(2)(b),D Felony,Public Order,Traffic,Moderate
White,Male,45,Mount Pleasant Correctional Facility,Work Release,2021,2024,10/19/2020,02/26/2021,4,Parole Granted,20502994,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,25,Iowa Medical & Classification Center,Prison,2021,2024,07/11/2016,05/11/2021,58,Discharged - Expiration of Sentence,20409127,D Felony,Violent,Assault,true,New Charge,819,27.3,713.6A(2),Aggravated Misdemeanor,Property,Burglary,High
White,Male,33,Newton Correctional Facility,Prison,2021,2024,08/28/2012,01/21/2021,100,Parole Granted,20177285,C Felony,Violent,Sex,false,,,,,,,,
White,Male,38,Fort Dodge Correctional Facility,Prison,2021,2024,10/10/2019,10/11/2020,12,Discharged - Expiration of Sentence,20534661,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,
White,Male,33,North Central Correctional Facility,Prison,2021,2024,06/12/2017,03/03/2021,44,Parole Granted,20411692,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,138,4.6,"902.8,A",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,23,Clarinda Correctional Facility,Prison,2021,2024,10/12/2018,12/18/2020,26,Parole Granted,20473119,C Felony,Violent,Murder/Manslaughter,false,,,,,,,,High
